record_id,actor_pseudo_id,event_hour,day_of_week,month,quarter,is_weekend,is_business_hours,is_night_login,ip_country,continent,ip_version,login_type,login_challenge_method,new_ip,distinct_ips_7d,distinct_ips_30d,is_new_country,is_new_region,is_new_city,distinct_countries_cumulative,distinct_regions_cumulative,distinct_cities_cumulative,country_changed,continent_changed,countries_seen_30d,regions_seen_30d,cities_seen_30d,logins_24h,logins_7d,logins_30d,avg_logins_per_day,hours_since_last_login,days_since_first_login,abnormal_login_hour,abnormal_weekday,impossible_travel,travel_distance_km,travel_speed_kmh,multiple_country_logins_24h,distinct_users_per_network_24h,geo_jump,risk_score,risk_level,label
27927,U000107,19.0,5.0,6.0,2.0,1,0,0,Angola,Africa,4.0,exchange,none,1,2.0,16.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,2,17,0.57,152.93,168.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
27738,U000107,15.0,0.0,6.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,2.0,16.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,2,17,0.57,44.51,170.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
27542,U000107,18.0,1.0,6.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,17.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,3,18,0.6,26.89,171.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
27316,U000107,10.0,3.0,6.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,17.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,4,18,0.6,39.53,172.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
27056,U000107,18.0,5.0,6.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,16.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,5,16,0.53,56.15,175.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
27017,U000107,12.0,6.0,6.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,17.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,2,5,17,0.57,18.04,175.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
26318,U000107,13.0,4.0,6.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,14.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,3,14,0.47,121.64,181.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
26210,U000107,18.0,5.0,6.0,2.0,1,1,0,Angola,Africa,4.0,exchange,none,1,4.0,14.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,4,14,0.47,28.24,182.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
25030,U000107,23.0,1.0,6.0,2.0,0,0,1,Angola,Africa,4.0,exchange,none,1,1.0,9.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,1,9,0.3,244.91,192.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
31740,U000107,6.0,3.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,2.0,10.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,2,10,0.33,31.76,193.0,0,0,0,9113.3,286.94,0,1.0,0,-39.97,low,0
31587,U000107,19.0,4.0,7.0,3.0,0,0,0,Angola,Africa,4.0,exchange,none,1,3.0,11.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,3,11,0.37,36.16,195.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
31472,U000107,11.0,6.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,4.0,12.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,4,12,0.4,40.32,196.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
31369,U000107,13.0,0.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,13.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,5,13,0.43,26.63,198.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
31109,U000107,2.0,3.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,12.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,5,12,0.4,60.49,200.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
30988,U000107,6.0,4.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,12.0,0,0,1,1,1,3,0,0,1.0,1.0,2.0,1,5,12,0.4,27.59,201.0,0,0,0,16.65,0.6,0,1.0,0,-39.97,low,0
30890,U000107,7.0,5.0,7.0,3.0,1,0,0,Angola,Africa,4.0,exchange,none,1,5.0,13.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,5,13,0.43,25.03,202.0,0,1,0,16.65,0.67,0,1.0,0,-39.97,low,0
30798,U000107,10.0,6.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,13.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,13,0.43,26.95,203.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
30667,U000107,15.0,0.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,14.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,5,14,0.47,29.31,205.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
30516,U000107,16.0,1.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,13.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,13,0.43,25.32,206.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
30317,U000107,3.0,3.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,6.0,14.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,14,0.47,34.39,207.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
30104,U000107,5.0,4.0,7.0,3.0,0,0,1,Angola,Africa,4.0,exchange,none,1,7.0,15.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,7,15,0.5,26.49,208.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29945,U000107,10.0,5.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,16.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,16,0.53,28.6,209.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
29852,U000107,16.0,6.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,16.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,16,0.53,29.89,211.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
29671,U000107,7.0,1.0,7.0,3.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,16.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,16,0.53,39.91,212.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29569,U000107,8.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,17.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,17,0.57,24.45,213.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29453,U000107,9.0,3.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,18.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,18,0.6,25.54,214.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29298,U000107,18.0,4.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,19.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,19,0.63,32.5,216.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29199,U000107,8.0,6.0,7.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,20.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,20,0.67,38.07,217.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
29099,U000107,9.0,0.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,21.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,6,21,0.7,25.25,218.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
28797,U000107,17.0,3.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,22.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,4,22,0.73,79.54,222.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
28721,U000107,20.0,4.0,7.0,3.0,0,0,0,Angola,Africa,4.0,exchange,none,1,4.0,22.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,4,22,0.73,26.8,223.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
33264,U000107,22.0,5.0,8.0,3.0,1,0,1,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,5,22,0.73,26.49,224.0,0,1,0,16.65,0.63,0,1.0,0,-39.97,low,0
32504,U000107,13.0,5.0,8.0,3.0,1,1,0,Angola,Africa,4.0,exchange,none,1,2.0,19.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,2,19,0.63,159.01,231.0,0,1,0,16.65,0.1,0,1.0,0,-39.97,low,0
32372,U000107,20.0,6.0,8.0,3.0,1,0,0,Angola,Africa,4.0,exchange,none,1,2.0,19.0,0,0,0,1,1,3,0,0,1.0,1.0,2.0,1,2,19,0.63,31.36,232.0,0,1,0,16.65,0.53,0,1.0,0,-39.97,low,0
150,U000108,18.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
3417,U000108,8.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,2,1.0,38.94,1.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
151,U000109,17.0,1.0,12.0,4.0,0,1,0,Angola,Africa,6.0,google_password,password|knowledge_historical_password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
7582,U000109,10.0,0.0,4.0,2.0,0,1,0,Angola,Africa,6.0,google_password,idv_preregistered_phone,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,2488.46,103.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
6596,U000109,15.0,3.0,4.0,2.0,0,1,0,Angola,Africa,6.0,google_password,password,1,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,2,0.07,77.44,106.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
6595,U000109,15.0,3.0,4.0,2.0,0,1,0,Angola,Africa,6.0,reauth,none,0,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,3,3,0.1,0.0,106.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
10683,U000109,13.0,1.0,5.0,2.0,0,1,0,Angola,Africa,6.0,google_password,idv_preregistered_phone,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,957.71,146.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
10599,U000109,19.0,1.0,5.0,2.0,0,0,0,Angola,Africa,4.0,google_password,password|idv_preregistered_phone,1,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,2,0.07,5.53,147.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
27419,U000109,15.0,2.0,6.0,2.0,0,1,0,Angola,Africa,6.0,google_password,idv_preregistered_phone,1,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,3,0.1,356.57,161.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
27418,U000109,15.0,2.0,6.0,2.0,0,1,0,Angola,Africa,6.0,google_password,idv_preregistered_phone,0,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,4,0.13,0.04,161.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
25094,U000109,13.0,1.0,6.0,2.0,0,1,0,Angola,Africa,4.0,google_password,idv_preregistered_phone,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,3,0.1,477.47,181.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
29786,U000109,10.0,0.0,7.0,3.0,0,1,0,Angola,Africa,6.0,google_password,password,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,2,0.07,476.94,201.0,0,0,0,9113.3,19.11,0,1.0,0,-39.97,low,0
153,U000110,17.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,google_password,device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
152,U000110,17.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,google_password,device_prompt,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,2,2.0,0.07,0.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
43271,U000110,7.0,1.0,3.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,1669.23,69.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
12874,U000110,8.0,4.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,1,0.03,1585.25,135.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
1448,U000111,16.0,5.0,12.0,4.0,1,1,0,Angola,Africa,4.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
1291,U000111,8.0,0.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,1,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,2,1.0,40.17,1.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
961,U000111,16.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,3,0.75,32.1,3.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
844,U000111,17.0,2.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,4,0.8,24.71,4.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
655,U000111,19.0,5.0,12.0,4.0,1,0,0,Angola,Africa,4.0,exchange,none,1,4.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,5,0.62,74.36,7.0,0,1,0,8231.22,110.69,0,1.0,0,-39.97,low,0
536,U000111,8.0,0.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,6.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,5,6,0.67,36.23,8.0,0,0,0,8231.22,227.19,0,1.0,0,-39.97,low,0
154,U000111,17.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,7.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,7,0.64,33.62,10.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
3428,U000111,4.0,3.0,1.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,4.0,8.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,8,0.67,35.24,11.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
2811,U000111,6.0,1.0,1.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,3.0,9.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,9,0.53,121.88,16.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
2264,U000111,18.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,10.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,10,0.53,35.72,18.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
1872,U000111,18.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,11.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,11,0.55,24.0,19.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
1561,U000111,6.0,5.0,1.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,4.0,12.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,4,12,0.57,36.49,20.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
35557,U000111,17.0,6.0,1.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,13.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,5,13,0.57,34.69,22.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
35304,U000111,19.0,0.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,14.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,14,0.58,25.63,23.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
34977,U000111,3.0,2.0,1.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,6.0,15.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,15,0.6,32.11,24.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
34641,U000111,9.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,16.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,16,0.62,30.1,25.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
34319,U000111,12.0,4.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,17.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,17,0.63,26.63,26.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
34055,U000111,8.0,6.0,1.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,18.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,6,18,0.62,44.26,28.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
33716,U000111,15.0,0.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,19.0,0,0,1,1,1,2,0,0,1.0,1.0,2.0,1,6,19,0.63,31.45,29.0,0,0,0,1369.75,43.55,0,1.0,0,-39.97,low,0
33349,U000111,18.0,1.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,19.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,19,0.63,26.47,31.0,0,0,0,1369.75,51.75,0,1.0,0,-39.97,low,0
37673,U000111,21.0,2.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,19.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,19,0.63,26.91,32.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
37236,U000111,16.0,4.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,19.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,19,0.63,42.89,33.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
37078,U000111,11.0,6.0,1.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,19.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,19,0.63,43.09,35.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
36720,U000111,2.0,1.0,1.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,19.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,19,0.63,39.54,37.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
36450,U000111,3.0,2.0,1.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,20.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,20,0.67,24.76,38.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
36047,U000111,13.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,20.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,20,0.67,34.15,39.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
35704,U000111,20.0,4.0,1.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,5.0,20.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,20,0.67,30.98,41.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
39833,U000111,8.0,6.0,2.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,6.0,20.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,20,0.67,35.63,42.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
39546,U000111,19.0,0.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,21.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,21,0.7,35.7,44.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
39325,U000111,21.0,1.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,22,0.73,25.77,45.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
39243,U000111,4.0,3.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,6.0,23.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,23,0.77,31.07,46.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
38835,U000111,11.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,23.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,23,0.77,30.35,47.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
38632,U000111,7.0,6.0,2.0,1.0,1,0,0,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,22,0.73,44.05,49.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
38220,U000111,6.0,1.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,22,0.73,47.16,51.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41882,U000111,6.0,2.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,22,0.73,24.02,52.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41555,U000111,7.0,3.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,22,0.73,25.09,53.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41129,U000111,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,6,22,0.73,24.98,54.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41128,U000111,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,0,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,2,7,23,0.77,0.0,54.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
41127,U000111,8.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,0,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,3,8,24,0.8,0.0,54.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
40893,U000111,23.0,5.0,2.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,8,24,0.8,38.57,56.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
40823,U000111,23.0,6.0,2.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,8,24,0.8,24.81,57.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
40397,U000111,17.0,2.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,21.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,7,23,0.77,65.95,60.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
40106,U000111,19.0,3.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,5.0,21.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,7,23,0.77,25.74,61.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
40105,U000111,19.0,3.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,0,5.0,21.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,2,8,24,0.8,0.02,61.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
43038,U000111,6.0,5.0,2.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,5.0,21.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,6,24,0.8,34.95,62.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
42933,U000111,14.0,6.0,2.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,6,25,0.83,31.58,63.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
42870,U000111,6.0,0.0,2.0,1.0,0,0,1,Angola,Africa,4.0,exchange,none,1,5.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,2,6,25,0.83,15.95,64.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
42482,U000111,7.0,2.0,2.0,1.0,0,0,0,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,7,25,0.83,49.38,66.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
42183,U000111,14.0,3.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,7,25,0.83,31.31,67.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
41957,U000111,2.0,5.0,2.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,6,25,0.83,35.55,69.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
44739,U000111,5.0,6.0,3.0,1.0,1,0,1,Angola,Africa,4.0,exchange,none,1,6.0,22.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,6,25,0.83,26.9,70.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
