actor_pseudo_id,event_hour,day_of_week,month,quarter,is_weekend,is_business_hours,is_night_login,ip_country,continent,ip_version,login_type,login_challenge_method,new_ip,distinct_ips_7d,distinct_ips_30d,is_new_country,is_new_region,is_new_city,distinct_countries_cumulative,distinct_regions_cumulative,distinct_cities_cumulative,country_changed,continent_changed,countries_seen_30d,regions_seen_30d,cities_seen_30d,logins_24h,logins_7d,logins_30d,avg_logins_per_day,hours_since_last_login,days_since_first_login,abnormal_login_hour,abnormal_weekday,impossible_travel,travel_distance_km,travel_speed_kmh,multiple_country_logins_24h,distinct_users_per_network_24h,geo_jump,risk_score,risk_level,label
U008807,16.0,0.0,2.0,1.0,0,1,0,Angola,Africa,4.0,session_refresh,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U005567,15.0,0.0,6.0,2.0,0,1,0,Angola,Africa,4.0,admin_login,two_step_verification,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U021003,14.0,3.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000935,21.0,5.0,5.0,2.0,1,0,0,Angola,Africa,6.0,google_password,password,1,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,2,0.07,367.89,33.0,1,1,0,0.0,0.0,0,1.0,0,-9.97,low,0
U000719,16.0,4.0,4.0,2.0,0,1,0,Angola,Africa,6.0,reauth,none,0,5.0,9.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,6,10,16,0.53,0.37,43.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U030680,13.0,5.0,1.0,1.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U011191,14.0,4.0,5.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U002508,12.0,3.0,1.0,1.0,0,1,0,Angola,Africa,6.0,session_refresh,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U002780,14.0,2.0,4.0,2.0,0,1,0,Portugal,Europe,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000026,17.0,4.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,20.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,1,5,22,0.73,34.49,152.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U016297,2.0,5.0,4.0,2.0,1,0,1,Colombia,Americas,4.0,reauth,password|device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,1
U001796,7.0,2.0,5.0,2.0,0,0,0,Angola,Africa,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U013352,11.0,0.0,4.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000395,13.0,1.0,1.0,1.0,0,1,0,Angola,Africa,6.0,google_password,password,1,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,3,0.17,308.93,17.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
U035266,8.0,0.0,1.0,1.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U016961,17.0,6.0,1.0,1.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U020785,11.0,3.0,4.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000373,14.0,5.0,1.0,1.0,1,1,0,Brazil,America,4.0,google_password,password,1,3.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,5,0.42,87.17,11.0,1,1,0,3717.05,42.64,0,1.0,0,-9.97,low,0
U000848,9.0,1.0,7.0,3.0,0,1,0,Portugal,Europe,4.0,google_password,password|idv_preregistered_phone,1,1.0,1.0,1,1,1,2,2,2,1,1,1.0,1.0,1.0,1,1,1,0.03,1338.21,102.0,0,0,0,14476.63,10.82,0,2.0,2,39.06,medium,1
U002245,15.0,1.0,6.0,2.0,0,1,0,Namibia,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000802,9.0,2.0,7.0,3.0,0,1,0,Angola,Africa,4.0,exchange,none,0,3.0,6.0,0,0,0,2,1,3,0,0,1.0,1.0,1.0,2,7,11,0.37,0.01,157.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U000664,9.0,3.0,2.0,1.0,0,1,0,Angola,Africa,6.0,exchange,none,1,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,7,0.27,145.52,25.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000273,17.0,6.0,7.0,3.0,1,1,0,Angola,Africa,6.0,google_password,password,1,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,4,0.13,71.23,200.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000513,10.0,0.0,2.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,2.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,3,0.1,0.05,46.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U024932,17.0,5.0,2.0,1.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U035666,11.0,6.0,5.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U032193,13.0,4.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U009749,15.0,3.0,2.0,1.0,0,1,0,Angola,Africa,4.0,admin_login,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000225,9.0,0.0,8.0,3.0,0,1,0,Angola,Africa,6.0,google_password,password|device_prompt,1,4.0,7.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,4,16,0.53,37.91,233.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,1
U025126,15.0,5.0,3.0,1.0,1,1,0,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000086,8.0,2.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,11,0.69,144.12,15.0,0,0,0,0.0,0.0,0,62.0,0,63.86,high,0
U001927,16.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,federated_login,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U020730,12.0,1.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U007968,6.0,3.0,6.0,2.0,0,0,1,Angola,Africa,4.0,session_refresh,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U022275,10.0,4.0,3.0,1.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U018706,15.0,6.0,6.0,2.0,1,1,0,Brazil,Americas,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000068,10.0,1.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,18,83,578,19.27,0.0,92.0,0,0,0,0.0,0.0,0,39.0,0,40.17,medium,0
U000553,15.0,6.0,4.0,2.0,1,1,0,United States,America,4.0,reauth,none,0,2.0,4.0,0,0,0,4,4,6,0,0,3.0,3.0,4.0,4,5,30,1.0,0.02,92.0,0,1,0,0.0,0.0,1,1.0,0,-26.97,low,0
U028974,17.0,5.0,5.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000068,8.0,3.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,30,207,591,19.7,0.3,80.0,0,0,0,0.0,0.0,0,51.0,0,52.53,medium,0
U018383,11.0,1.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U016807,6.0,2.0,4.0,2.0,0,0,1,Brazil,Americas,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000036,15.0,2.0,2.0,1.0,0,1,0,Angola,Africa,4.0,exchange,none,0,5.0,15.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,2,11,24,0.8,0.0,56.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U015745,9.0,0.0,2.0,1.0,0,1,0,Brazil,Americas,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U028573,9.0,3.0,5.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U020071,13.0,1.0,4.0,2.0,0,1,0,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U036412,2.0,1.0,1.0,1.0,0,0,1,Colombia,Americas,4.0,exchange,password|device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U000277,14.0,2.0,12.0,4.0,0,1,0,Angola,Africa,4.0,google_password,password|device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000067,12.0,2.0,5.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,6,14,32,1.07,0.28,149.0,0,0,0,0.0,0.0,0,54.0,0,55.62,medium,0
U025110,7.0,3.0,2.0,1.0,0,0,0,Argentina,Americas,4.0,google_password,password|device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U000036,16.0,1.0,12.0,4.0,0,1,0,Angola,Africa,4.0,exchange,none,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,2,2.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U034046,3.0,0.0,4.0,2.0,0,0,1,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000104,16.0,4.0,4.0,2.0,0,1,0,Angola,Africa,6.0,reauth,none,0,8.0,14.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,10,19,0.63,0.37,104.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U011762,18.0,1.0,2.0,1.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U025494,16.0,2.0,2.0,1.0,0,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000036,17.0,3.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,7.0,15.0,0,0,0,3,3,5,0,0,1.0,1.0,1.0,1,8,17,0.57,24.41,149.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000001,15.0,3.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,4.0,19.0,0,0,0,2,2,4,0,0,1.0,1.0,2.0,1,4,19,0.63,42.55,159.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000752,21.0,4.0,4.0,2.0,0,0,0,Angola,Africa,6.0,google_password,password,1,8.0,14.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,8,17,26,0.87,3.16,43.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000138,11.0,2.0,5.0,2.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,14,37,1.23,0.0,156.0,0,0,0,0.0,0.0,0,58.0,0,59.74,high,1
U003891,11.0,3.0,5.0,2.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000151,13.0,2.0,1.0,1.0,0,1,0,Angola,Africa,6.0,google_password,password,1,4.0,4.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,11,19,0.79,4.84,23.0,1,0,0,0.0,0.0,0,1.0,0,-9.97,low,0
U000237,15.0,0.0,6.0,2.0,0,1,0,Portugal,Europe,4.0,reauth,none,0,1.0,1.0,0,0,0,3,3,3,0,0,1.0,1.0,1.0,1,1,3,0.1,330.65,176.0,0,0,0,0.0,0.0,0,1.0,0,1.03,low,0
U000269,21.0,4.0,12.0,4.0,0,0,0,Angola,Africa,6.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U007448,6.0,6.0,3.0,1.0,1,0,1,Angola,Africa,4.0,google_password,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000923,16.0,6.0,8.0,3.0,1,1,0,Angola,Africa,6.0,reauth,none,0,1.0,1.0,0,0,0,2,2,2,0,0,1.0,1.0,1.0,2,2,2,0.07,0.01,159.0,0,1,0,0.0,0.0,0,1.0,0,1.03,low,0
U006046,8.0,2.0,3.0,1.0,0,1,0,Angola,Africa,4.0,google_password,security_key,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U005863,18.0,0.0,5.0,2.0,0,1,0,Angola,Africa,4.0,google_password,two_step_verification,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U024922,23.0,2.0,1.0,1.0,0,0,1,Chile,Americas,6.0,google_password,password|idv_preregistered_email,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U000753,7.0,1.0,4.0,2.0,0,0,0,Angola,Africa,6.0,reauth,none,1,6.0,8.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,2,6,8,0.27,15.51,39.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000068,7.0,2.0,2.0,1.0,0,0,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,26,89,323,10.77,0.0,50.0,0,0,0,0.0,0.0,0,64.0,0,65.92,high,0
U000329,9.0,3.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,4,9,15,0.5,2.73,31.0,0,0,0,0.0,0.0,0,66.0,0,67.98,high,0
U031588,0.0,1.0,6.0,2.0,0,0,1,Brazil,Americas,4.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U001562,14.0,4.0,6.0,2.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000639,10.0,2.0,6.0,2.0,0,1,0,Angola,Africa,6.0,reauth,none,1,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,6,0.2,119.59,137.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U011234,20.0,6.0,7.0,3.0,1,0,0,Angola,Africa,4.0,exchange,none,0,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,3,10,0.33,0.0,139.0,0,1,0,0.0,0.0,0,1.0,0,1.03,low,0
U025847,0.0,2.0,4.0,2.0,0,0,1,Argentina,Americas,4.0,exchange,password|device_prompt,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U007871,17.0,6.0,3.0,1.0,1,1,0,Angola,Africa,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U035687,13.0,3.0,3.0,1.0,0,1,0,Brazil,Americas,6.0,exchange,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U003719,15.0,1.0,1.0,1.0,0,1,0,Angola,Africa,4.0,reauth,security_key,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U014513,3.0,4.0,3.0,1.0,0,0,1,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U025758,14.0,4.0,2.0,1.0,0,1,0,Brazil,Americas,4.0,google_password,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000080,16.0,4.0,2.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,2.0,10.0,0,0,0,2,2,3,0,0,1.0,1.0,2.0,1,2,10,0.33,56.25,45.0,0,0,0,8231.22,146.33,0,1.0,0,-39.97,low,0
U030428,16.0,5.0,5.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000081,15.0,6.0,2.0,1.0,1,1,0,Angola,Africa,4.0,exchange,none,1,4.0,25.0,0,0,0,1,1,2,0,0,1.0,1.0,1.0,1,4,26,0.87,74.24,57.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
U018953,17.0,1.0,3.0,1.0,0,1,0,Brazil,Americas,4.0,exchange,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U011254,15.0,0.0,6.0,2.0,0,1,0,Angola,Africa,6.0,google_password,password,1,2.0,5.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,5,0.45,142.15,10.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U006023,7.0,5.0,6.0,2.0,1,0,0,Angola,Africa,4.0,reauth,authenticator_app,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000354,5.0,5.0,2.0,1.0,1,0,1,Angola,Africa,6.0,google_password,password,1,2.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,2,3,0.1,91.7,61.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000131,16.0,0.0,3.0,1.0,0,1,0,Angola,Africa,4.0,google_password,password,1,1.0,6.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,6,0.2,239.79,70.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U002451,9.0,2.0,4.0,2.0,0,1,0,Angola,Africa,4.0,session_refresh,unknown,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,1
U004263,14.0,5.0,5.0,2.0,1,1,0,Angola,Africa,4.0,federated_login,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U034285,7.0,4.0,3.0,1.0,0,0,0,Brazil,Americas,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000797,16.0,1.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,3.0,9.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,3,9,0.3,25.42,69.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000068,10.0,4.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,password,0,1.0,2.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,62,270,644,21.47,0.0,81.0,0,0,0,0.0,0.0,0,44.0,0,45.32,medium,0
U035433,17.0,5.0,5.0,2.0,1,1,0,Brazil,Americas,4.0,reauth,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,1,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000063,8.0,1.0,5.0,2.0,0,1,0,Angola,Africa,6.0,google_password,password,1,1.0,3.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,1,1,4,0.13,356.6,132.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
U025491,7.0,2.0,6.0,2.0,0,0,0,Brazil,Americas,4.0,google_password,password,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000240,14.0,5.0,12.0,4.0,1,1,0,United Kingdom,Europe,4.0,reauth,none,0,1.0,1.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,2,2,2,2.0,0.01,0.0,1,1,0,0.0,0.0,0,1.0,0,31.03,low,0
U000250,15.0,0.0,3.0,1.0,0,1,0,Angola,Africa,4.0,reauth,none,0,2.0,10.0,0,0,0,1,1,1,0,0,1.0,1.0,1.0,3,4,12,0.4,0.03,75.0,0,0,0,0.0,0.0,0,48.0,0,49.44,medium,0
U000684,18.0,3.0,4.0,2.0,0,1,0,United States,America,4.0,reauth,idv_preregistered_phone,1,2.0,4.0,0,0,1,2,2,3,0,0,2.0,2.0,3.0,1,2,9,1.0,34.64,8.0,0,0,0,15669.59,452.36,1,1.0,0,-67.97,low,1
U034566,14.0,1.0,6.0,2.0,0,1,0,Brazil,Americas,4.0,reauth,none,1,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0,1.0,2,38.03,medium,0
U000010,13.0,6.0,4.0,2.0,1,1,0,Angola,Africa,6.0,reauth,password,1,7.0,28.0,0,0,0,1,1,2,0,0,1.0,1.0,2.0,2,9,45,1.5,12.42,120.0,0,1,0,0.0,0.0,0,1.0,0,-39.97,low,0
U000029,16.0,4.0,5.0,2.0,0,1,0,Angola,Africa,4.0,exchange,none,1,5.0,15.0,0,0,0,1,1,3,0,0,1.0,1.0,1.0,1,5,15,0.5,24.7,132.0,0,0,0,0.0,0.0,0,1.0,0,-39.97,low,0
